Bigram Language Model Smoothing Results
=====================================

Formulas:
1. Add-One: P(w2|w1) = (count(w1,w2) + 1) / (count(w1) + V)
2. Add-K: P(w2|w1) = (count(w1,w2) + 0.3) / (count(w1) + 0.3*V)
3. Token Type: P(w2|w1) = (count(w1,w2) + V) / (count(w1) + V²)

Bigram	Count	ContextCount	AddOne	AddK	TokenType
('ইরান', 'থেকে')	1	4	0.000246	0.000533	0.000123
('থেকে', 'মঙ্গলবার')	1	171	0.000241	0.000499	0.000123
('মঙ্গলবার', 'দুপুরে')	1	16	0.000246	0.000531	0.000123
('দুপুরে', 'চ্যানেল')	1	2	0.000246	0.000534	0.000123
('চ্যানেল', 'আই')	3	4	0.000493	0.001353	0.000123
('আই', 'অনলাইনের')	1	3	0.000246	0.000533	0.000123
('অনলাইনের', 'সঙ্গে')	1	6	0.000246	0.000533	0.000123
('সঙ্গে', 'কথা')	3	54	0.000490	0.001326	0.000123
('বলেন', 'ছবির')	1	78	0.000244	0.000517	0.000123
('ছবির', 'ইরান')	1	2	0.000246	0.000534	0.000123
('ইরান', 'অংশের')	1	4	0.000246	0.000533	0.000123
('অংশের', 'মূল')	1	2	0.000246	0.000534	0.000123
('মূল', 'পরামর্শক')	1	4	0.000246	0.000533	0.000123
('পরামর্শক', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'উপদেষ্টা')	1	197	0.000241	0.000494	0.000123
('উপদেষ্টা', 'ড')	1	1	0.000246	0.000534	0.000123
('ড', '</s>')	7	7	0.000985	0.002990	0.000123
('<s>', 'মুমিত')	1	0	0.000246	0.000534	0.000123
('মুমিত', 'আল')	1	1	0.000246	0.000534	0.000123
('আল', 'রশিদ')	1	7	0.000246	0.000533	0.000123
('রশিদ', '</s>')	1	1	0.000246	0.000534	0.000123
('তিনি', 'জানান')	3	102	0.000487	0.001301	0.000123
('জানান', ',')	23	35	0.002945	0.009436	0.000124
(',', 'অনন্ত')	2	779	0.000337	0.000716	0.000123
('অনন্ত', 'ভাইয়ের')	1	2	0.000246	0.000534	0.000123
('ভাইয়ের', 'চরিত্রটি')	1	2	0.000246	0.000534	0.000123
('চরিত্রটি', 'বিভিন্ন')	1	1	0.000246	0.000534	0.000123
('বিভিন্ন', 'লেয়ারে')	1	36	0.000245	0.000526	0.000123
('লেয়ারে', 'দেখানো')	1	2	0.000246	0.000534	0.000123
('দেখানো', 'হবে')	1	3	0.000246	0.000533	0.000123
('হবে', '‘')	1	90	0.000244	0.000515	0.000123
('’', 'ছবিতে')	1	72	0.000244	0.000519	0.000123
('ছবিতে', '</s>')	1	4	0.000246	0.000533	0.000123
('<s>', 'তারই')	2	0	0.000370	0.000945	0.000123
('তারই', 'একটি')	1	2	0.000246	0.000534	0.000123
('একটি', 'লেয়ারে')	1	70	0.000244	0.000519	0.000123
('লেয়ারে', 'এমন')	1	2	0.000246	0.000534	0.000123
('এমন', 'লুকে')	1	29	0.000246	0.000528	0.000123
('লুকে', 'দেখা')	1	1	0.000246	0.000534	0.000123
('দেখা', 'যাবে')	1	29	0.000246	0.000528	0.000123
('যাবে', 'তাকে')	1	24	0.000246	0.000529	0.000123
('তাকে', '</s>')	1	17	0.000246	0.000530	0.000123
('তিনি', 'বলেন')	18	102	0.002313	0.007216	0.000124
(',', '১০৩')	1	779	0.000225	0.000405	0.000123
('১০৩', 'জন')	1	1	0.000246	0.000534	0.000123
('জন', 'এমআইএসসি')	1	34	0.000245	0.000527	0.000123
('এমআইএসসি', 'রোগী')	1	1	0.000246	0.000534	0.000123
('রোগী', 'ছিল')	1	2	0.000246	0.000534	0.000123
('ছিল', '</s>')	20	47	0.002573	0.008182	0.000124
('এই', 'হাসপাতালের')	1	162	0.000242	0.000501	0.000123
('হাসপাতালের', 'করোনা')	1	3	0.000246	0.000533	0.000123
('করোনা', 'রোগীর')	1	20	0.000246	0.000530	0.000123
('রোগীর', 'ভালো')	1	1	0.000246	0.000534	0.000123
('ভালো', 'হওয়ার')	1	22	0.000246	0.000529	0.000123
('হওয়ার', 'হার')	1	17	0.000246	0.000530	0.000123
('হার', 'শতকরা')	2	6	0.000369	0.000943	0.000123
('শতকরা', '৯৭')	1	2	0.000246	0.000534	0.000123
('৯৭', 'শতাংশ')	1	1	0.000246	0.000534	0.000123
('শতাংশ', '</s>')	6	20	0.000861	0.002567	0.000123
('<s>', '৩')	2	0	0.000370	0.000945	0.000123
('৩', 'শতাংশের')	1	23	0.000246	0.000529	0.000123
('শতাংশের', 'কম')	1	2	0.000246	0.000534	0.000123
('কম', 'রোগী')	1	10	0.000246	0.000532	0.000123
('রোগী', 'এখানে')	1	2	0.000246	0.000534	0.000123
('এখানে', 'মারা')	1	8	0.000246	0.000532	0.000123
('মারা', 'যায়')	3	10	0.000492	0.001350	0.000123
('যায়', '</s>')	22	39	0.002821	0.009017	0.000124
('<s>', 'এদের')	1	0	0.000246	0.000534	0.000123
('এদের', 'করোনার')	1	2	0.000246	0.000534	0.000123
('করোনার', 'সঙ্গে')	1	3	0.000246	0.000533	0.000123
('সঙ্গে', 'ব্লাড')	1	54	0.000245	0.000522	0.000123
('ব্লাড', 'ক্যানসার')	1	1	0.000246	0.000534	0.000123
('ক্যানসার', ',')	1	1	0.000246	0.000534	0.000123
(',', 'কিডনি')	1	779	0.000225	0.000405	0.000123
('কিডনি', 'রোগ')	1	1	0.000246	0.000534	0.000123
('রোগ', ',')	1	3	0.000246	0.000533	0.000123
(',', 'কিংবা')	1	779	0.000225	0.000405	0.000123
('কিংবা', 'জন্মগত')	1	4	0.000246	0.000533	0.000123
('জন্মগত', 'ত্রুটিও')	1	1	0.000246	0.000534	0.000123
('ত্রুটিও', 'ছিল')	1	1	0.000246	0.000534	0.000123
('<s>', 'কেউ')	4	0	0.000616	0.001766	0.000123
('কেউ', 'কেউ')	1	20	0.000246	0.000530	0.000123
('কেউ', 'একেবারে')	1	20	0.000246	0.000530	0.000123
('একেবারে', 'শেষ')	1	3	0.000246	0.000533	0.000123
('শেষ', 'সময়')	1	24	0.000246	0.000529	0.000123
('সময়', 'আমাদের')	1	51	0.000245	0.000523	0.000123
('আমাদের', 'কাছে')	2	30	0.000368	0.000933	0.000123
('কাছে', 'আসে')	1	20	0.000246	0.000530	0.000123
('আসে', '</s>')	7	10	0.000985	0.002987	0.000123
('<s>', 'তখন')	6	0	0.000863	0.002588	0.000123
('তখন', 'এলে')	1	17	0.000246	0.000530	0.000123
('এলে', 'কিছুই')	1	3	0.000246	0.000533	0.000123
('কিছুই', 'করার')	1	2	0.000246	0.000534	0.000123
('করার', 'থাকে')	1	28	0.000246	0.000528	0.000123
('থাকে', 'না')	1	17	0.000246	0.000530	0.000123
('<s>', 'মামলার')	2	0	0.000370	0.000945	0.000123
('মামলার', 'বাদী')	1	6	0.000246	0.000533	0.000123
('বাদী', 'সাহিবুল')	1	3	0.000246	0.000533	0.000123
('সাহিবুল', 'ইসলাম')	1	1	0.000246	0.000534	0.000123
('ইসলাম', 'জানান')	2	13	0.000369	0.000940	0.000123
('আমার', 'বাবা')	1	49	0.000245	0.000524	0.000123
('বাবা', 'একজন')	1	8	0.000246	0.000532	0.000123
('একজন', 'মুক্তিযোদ্ধা')	1	21	0.000246	0.000529	0.000123
('মুক্তিযোদ্ধা', '</s>')	1	2	0.000246	0.000534	0.000123
('<s>', 'মুক্তিযোদ্ধা')	1	0	0.000246	0.000534	0.000123
('মুক্তিযোদ্ধা', 'কোটা')	1	2	0.000246	0.000534	0.000123
('কোটা', 'ছাড়াও')	1	2	0.000246	0.000534	0.000123
('ছাড়াও', 'আমি')	1	4	0.000246	0.000533	0.000123
('আমি', 'আনসার')	1	40	0.000245	0.000525	0.000123
('আনসার', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'ভিডিপি')	1	197	0.000241	0.000494	0.000123
('ভিডিপি', 'থেকে')	1	1	0.000246	0.000534	0.000123
('থেকে', 'প্রশিক্ষণপ্রাপ্ত')	1	171	0.000241	0.000499	0.000123
('প্রশিক্ষণপ্রাপ্ত', 'হওয়া')	1	1	0.000246	0.000534	0.000123
('হওয়া', 'সত্ত্বেও')	1	9	0.000246	0.000532	0.000123
('সত্ত্বেও', 'আমাকে')	1	2	0.000246	0.000534	0.000123
('আমাকে', 'নিয়োগ')	1	6	0.000246	0.000533	0.000123
('নিয়োগ', 'দেওয়া')	2	5	0.000370	0.000943	0.000123
('দেওয়া', 'হয়নি')	1	27	0.000246	0.000528	0.000123
('<s>', 'প্রায়')	1	0	0.000246	0.000534	0.000123
('প্রায়', '১০')	2	25	0.000369	0.000935	0.000123
('১০', 'লাখ')	2	24	0.000369	0.000936	0.000123
('লাখ', 'টাকা')	1	12	0.000246	0.000531	0.000123
('টাকা', 'নিয়ে')	1	28	0.000246	0.000528	0.000123
('নিয়ে', 'অবৈধভাবে')	1	70	0.000244	0.000519	0.000123
('অবৈধভাবে', 'অন্যকে')	1	1	0.000246	0.000534	0.000123
('অন্যকে', 'নিয়োগ')	1	2	0.000246	0.000534	0.000123
('দেওয়া', 'হয়েছে')	5	27	0.000737	0.002153	0.000123
('হয়েছে', '</s>')	44	93	0.005483	0.017529	0.000124
('<s>', 'তাই')	13	0	0.001725	0.005464	0.000123
('তাই', 'আমি')	2	24	0.000369	0.000936	0.000123
('আমি', 'আদালতের')	1	40	0.000245	0.000525	0.000123
('আদালতের', 'আশ্রয়')	1	1	0.000246	0.000534	0.000123
('আশ্রয়', 'নিয়েছি')	1	2	0.000246	0.000534	0.000123
('নিয়েছি', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'এদিকে')	10	0	0.001356	0.004231	0.000123
('এদিকে', 'শিক্ষা')	1	10	0.000246	0.000532	0.000123
('শিক্ষা', 'বোর্ড')	3	14	0.000492	0.001348	0.000123
('বোর্ড', 'প্রশ্ন')	1	4	0.000246	0.000533	0.000123
('প্রশ্ন', 'প্রণয়ন')	1	8	0.000246	0.000532	0.000123
('প্রণয়ন', 'করবে')	1	1	0.000246	0.000534	0.000123
('করবে', 'এমন')	1	9	0.000246	0.000532	0.000123
('এমন', 'সিদ্ধান্তে')	1	29	0.000246	0.000528	0.000123
('সিদ্ধান্তে', 'নাখোশ')	1	1	0.000246	0.000534	0.000123
('নাখোশ', 'হয়েছে')	1	2	0.000246	0.000534	0.000123
('হয়েছে', 'শিক্ষক')	1	93	0.000244	0.000514	0.000123
('শিক্ষক', 'সমিতির')	3	20	0.000492	0.001345	0.000123
('সমিতির', 'নেতারা')	1	4	0.000246	0.000533	0.000123
('নেতারা', '</s>')	2	3	0.000370	0.000944	0.000123
('<s>', 'শিক্ষক')	2	0	0.000370	0.000945	0.000123
('সমিতির', '(')	1	4	0.000246	0.000533	0.000123
('(', 'কামরুজ্জামান')	1	95	0.000244	0.000514	0.000123
('কামরুজ্জামান', ')')	1	1	0.000246	0.000534	0.000123
(')', 'নেতা')	1	94	0.000244	0.000514	0.000123
('নেতা', 'মোজাম্মেল')	1	16	0.000246	0.000531	0.000123
('মোজাম্মেল', 'হোসেন')	1	1	0.000246	0.000534	0.000123
('হোসেন', 'বলেন')	2	20	0.000369	0.000937	0.000123
(',', 'এ')	5	779	0.000675	0.001649	0.000123
('এ', 'সিদ্ধান্ত')	2	95	0.000365	0.000909	0.000123
('সিদ্ধান্ত', 'কখনই')	1	8	0.000246	0.000532	0.000123
('কখনই', 'বাস্তবায়িত')	1	2	0.000246	0.000534	0.000123
('বাস্তবায়িত', 'হবে')	1	1	0.000246	0.000534	0.000123
('হবে', 'না')	5	90	0.000731	0.002100	0.000123
('<s>', 'বোর্ড')	1	0	0.000246	0.000534	0.000123
('বোর্ড', 'পারবে')	1	4	0.000246	0.000533	0.000123
('পারবে', 'না')	1	3	0.000246	0.000533	0.000123
('না', 'প্রশ্ন')	1	115	0.000243	0.000510	0.000123
('প্রশ্ন', 'সরবরাহ')	1	8	0.000246	0.000532	0.000123
('সরবরাহ', 'করতে')	2	2	0.000370	0.000944	0.000123
('করতে', '</s>')	2	80	0.000366	0.000915	0.000123
('<s>', 'আগেও')	1	0	0.000246	0.000534	0.000123
('আগেও', 'চেষ্টা')	1	4	0.000246	0.000533	0.000123
('চেষ্টা', 'করেছিল')	1	14	0.000246	0.000531	0.000123
('করেছিল', 'সফল')	1	4	0.000246	0.000533	0.000123
('সফল', 'হয়নি')	1	1	0.000246	0.000534	0.000123
('<s>', 'এ')	31	0	0.003944	0.012858	0.000124
('এ', 'ব্যাপারে')	3	95	0.000487	0.001305	0.000123
('ব্যাপারে', 'বরিশাল')	1	6	0.000246	0.000533	0.000123
('বরিশাল', 'শিক্ষা')	2	4	0.000370	0.000943	0.000123
('বোর্ড', 'চেয়ারম্যান')	1	4	0.000246	0.000533	0.000123
('চেয়ারম্যান', 'মু')	1	7	0.000246	0.000533	0.000123
('মু', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'জিয়াউল')	1	0	0.000246	0.000534	0.000123
('জিয়াউল', 'হক')	1	2	0.000246	0.000534	0.000123
('হক', 'জানান')	1	5	0.000246	0.000533	0.000123
(',', 'ক্লাসে')	1	779	0.000225	0.000405	0.000123
('ক্লাসে', 'যেভাবে')	1	1	0.000246	0.000534	0.000123
('যেভাবে', 'পড়ানো')	1	2	0.000246	0.000534	0.000123
('পড়ানো', 'হয়')	1	1	0.000246	0.000534	0.000123
('হয়', 'শিক্ষার্থীরা')	1	84	0.000244	0.000516	0.000123
('শিক্ষার্থীরা', 'যাতে')	1	8	0.000246	0.000532	0.000123
('যাতে', 'সেভাবে')	1	10	0.000246	0.000532	0.000123
('সেভাবে', 'প্রশ্নপত্র')	1	1	0.000246	0.000534	0.000123
('প্রশ্নপত্র', 'পায়')	1	1	0.000246	0.000534	0.000123
('পায়', 'সে')	1	6	0.000246	0.000533	0.000123
('সে', 'জন্য')	2	26	0.000369	0.000935	0.000123
('জন্য', 'এ')	2	82	0.000366	0.000914	0.000123
('এ', 'ব্যবস্থা')	2	95	0.000365	0.000909	0.000123
('ব্যবস্থা', 'করা')	1	10	0.000246	0.000532	0.000123
('করা', 'হয়েছে')	16	112	0.002067	0.006402	0.000123
('<s>', 'তাতে')	3	0	0.000493	0.001356	0.000123
('তাতে', 'করে')	4	6	0.000616	0.001762	0.000123
('করে', 'শিক্ষার্থীদের')	1	192	0.000241	0.000495	0.000123
('শিক্ষার্থীদের', 'ফলাফলও')	1	4	0.000246	0.000533	0.000123
('ফলাফলও', 'ভালো')	1	1	0.000246	0.000534	0.000123
('ভালো', 'হবে')	1	22	0.000246	0.000529	0.000123
('সিদ্ধান্ত', 'বাস্তবায়নে')	1	8	0.000246	0.000532	0.000123
('বাস্তবায়নে', 'বরিশাল')	1	2	0.000246	0.000534	0.000123
('বোর্ড', 'কঠোর')	1	4	0.000246	0.000533	0.000123
('কঠোর', 'অবস্থানে')	1	2	0.000246	0.000534	0.000123
('অবস্থানে', 'রয়েছে')	1	3	0.000246	0.000533	0.000123
('রয়েছে', '</s>')	15	26	0.001966	0.006219	0.000123
('<s>', 'প্রশাসনিক')	1	0	0.000246	0.000534	0.000123
('প্রশাসনিক', 'বিভাগ')	1	2	0.000246	0.000534	0.000123
('বিভাগ', '</s>')	1	2	0.000246	0.000534	0.000123
('<s>', 'স্বরাষ্ট্র')	1	0	0.000246	0.000534	0.000123
('স্বরাষ্ট্র', 'প্রতিমন্ত্রী')	1	2	0.000246	0.000534	0.000123
('প্রতিমন্ত্রী', 'কিরণ')	1	1	0.000246	0.000534	0.000123
('কিরণ', 'রিজিজু')	1	1	0.000246	0.000534	0.000123
('রিজিজু', 'লোকসভায়')	1	1	0.000246	0.000534	0.000123
('লোকসভায়', 'জানিয়েছেন')	1	1	0.000246	0.000534	0.000123
('জানিয়েছেন', 'আইন')	1	12	0.000246	0.000531	0.000123
('আইন', 'কমিশনের')	1	11	0.000246	0.000532	0.000123
('কমিশনের', 'প্রস্তাব')	1	3	0.000246	0.000533	0.000123
('প্রস্তাব', 'অনুযায়ী')	1	6	0.000246	0.000533	0.000123
('অনুযায়ী', 'কেন্দ্রীয়')	1	9	0.000246	0.000532	0.000123
('কেন্দ্রীয়', 'স্বরাষ্ট্র')	1	19	0.000246	0.000530	0.000123
('স্বরাষ্ট্র', 'মন্ত্রক')	1	2	0.000246	0.000534	0.000123
('মন্ত্রক', '৩০৯')	1	1	0.000246	0.000534	0.000123
('৩০৯', 'ধারাটিকে')	1	1	0.000246	0.000534	0.000123
('ধারাটিকে', 'ভারতীয়')	1	1	0.000246	0.000534	0.000123
('ভারতীয়', 'পিনাল')	1	10	0.000246	0.000532	0.000123
('পিনাল', 'কোড')	1	1	0.000246	0.000534	0.000123
('কোড', 'থেকে')	1	6	0.000246	0.000533	0.000123
('থেকে', 'বাদ')	3	171	0.000483	0.001267	0.000123
('বাদ', 'দিতে')	1	4	0.000246	0.000533	0.000123
('দিতে', 'চলেছে')	1	22	0.000246	0.000529	0.000123
('চলেছে', '</s>')	2	6	0.000369	0.000943	0.000123
('<s>', 'আপডেট')	4	0	0.000616	0.001766	0.000123
('আপডেট', ':')	9	9	0.001231	0.003806	0.000123
(':', '২৪')	2	115	0.000365	0.000902	0.000123
('২৪', 'নভেম্বর')	2	9	0.000369	0.000941	0.000123
('নভেম্বর', ',')	2	10	0.000369	0.000941	0.000123
(',', '২০২১')	3	779	0.000450	0.001027	0.000123
('২০২১', ',')	7	14	0.000984	0.002982	0.000123
(',', '১৫')	4	779	0.000562	0.001338	0.000123
('১৫', ':')	1	13	0.000246	0.000531	0.000123
(':', '০৪')	1	115	0.000243	0.000510	0.000123
('০৪', '</s>')	1	2	0.000246	0.000534	0.000123
('<s>', 'জানা')	2	0	0.000370	0.000945	0.000123
('জানা', 'যায়')	3	13	0.000492	0.001348	0.000123
('যায়', ',')	9	39	0.001227	0.003760	0.000123
(',', 'গত')	2	779	0.000337	0.000716	0.000123
('গত', '৭')	1	34	0.000245	0.000527	0.000123
('৭', 'নভেম্বর')	1	6	0.000246	0.000533	0.000123
('নভেম্বর', 'প্রতিষ্ঠানটির')	1	10	0.000246	0.000532	0.000123
('প্রতিষ্ঠানটির', 'প্রশাসনিক')	1	1	0.000246	0.000534	0.000123
('প্রশাসনিক', 'কর্মকর্তা')	1	2	0.000246	0.000534	0.000123
('কর্মকর্তা', 'ও')	2	16	0.000369	0.000939	0.000123
('ও', 'হিসাবরক্ষণ')	1	197	0.000241	0.000494	0.000123
('হিসাবরক্ষণ', 'কর্মকর্তা')	1	1	0.000246	0.000534	0.000123
('কর্মকর্তা', 'পদে')	1	16	0.000246	0.000531	0.000123
('পদে', 'নিয়োগ')	1	1	0.000246	0.000534	0.000123
('নিয়োগ', 'পরীক্ষা')	1	5	0.000246	0.000533	0.000123
